"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"03222111-4";"Bananes";"03222111";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222112-1";"Ananas";"03222112";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222113-8";"Mangues";"03222113";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222114-5";"Dattes";"03222114";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222115-2";"Raisins secs";"03222115";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222116-9";"Figues";"03222116";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222117-6";"Avocats";"03222117";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222118-3";"Kiwis";"03222118";8;"03|032|0322|03222|032221|0322211";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux|Fruits tropicaux"
"03222120-0";"Noix de coco";"0322212";7;"03|032|0322|03222|032221";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits et fruits à coque tropicaux"
"03222200-5";"Agrumes";"032222";6;"03|032|0322|03222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque"
"03222210-8";"Citrons";"0322221";7;"03|032|0322|03222|032222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Agrumes"
"03222220-1";"Oranges";"0322222";7;"03|032|0322|03222|032222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Agrumes"
"03222230-4";"Pamplemousses";"0322223";7;"03|032|0322|03222|032222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Agrumes"
"03222240-7";"Tangerines";"0322224";7;"03|032|0322|03222|032222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Agrumes"
"03222250-0";"Citrons verts";"0322225";7;"03|032|0322|03222|032222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Agrumes"
"03222300-6";"Fruits non tropicaux";"032223";6;"03|032|0322|03222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque"
"03222310-9";"Baies";"0322231";7;"03|032|0322|03222|032223";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux"
"03222311-6";"Raisins secs de Corinthe";"03222311";8;"03|032|0322|03222|032223|0322231";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Baies"
"03222312-3";"Groseilles à maquereau";"03222312";8;"03|032|0322|03222|032223|0322231";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Baies"
"03222313-0";"Fraises";"03222313";8;"03|032|0322|03222|032223|0322231";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Baies"
"03222314-7";"Framboises";"03222314";8;"03|032|0322|03222|032223|0322231";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Baies"
"03222315-4";"Canneberges";"03222315";8;"03|032|0322|03222|032223|0322231";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Baies"
"03222320-2";"Pommes, poires et coings";"0322232";7;"03|032|0322|03222|032223";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux"
"03222321-9";"Pommes";"03222321";8;"03|032|0322|03222|032223|0322232";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Pommes, poires et coings"
"03222322-6";"Poires";"03222322";8;"03|032|0322|03222|032223|0322232";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Pommes, poires et coings"
"03222323-3";"Coings";"03222323";8;"03|032|0322|03222|032223|0322232";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Pommes, poires et coings"
"03222330-5";"Fruits à noyau";"0322233";7;"03|032|0322|03222|032223";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux"
"03222331-2";"Abricots";"03222331";8;"03|032|0322|03222|032223|0322233";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Fruits à noyau"
"03222332-9";"Pêches";"03222332";8;"03|032|0322|03222|032223|0322233";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Fruits à noyau"
"03222333-6";"Cerises";"03222333";8;"03|032|0322|03222|032223|0322233";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Fruits à noyau"
"03222334-3";"Prunes";"03222334";8;"03|032|0322|03222|032223|0322233";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Fruits à noyau"
"03222340-8";"Raisins";"0322234";7;"03|032|0322|03222|032223";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux"
"03222341-5";"Raisins de table";"03222341";8;"03|032|0322|03222|032223|0322234";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Raisins"
"03222342-2";"Raisins de cuve";"03222342";8;"03|032|0322|03222|032223|0322234";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque|Fruits non tropicaux|Raisins"
"03222400-7";"Olives";"032224";6;"03|032|0322|03222";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Céréales, pommes de terre, légumes, fruits et noix|Légumes, fruits et noix|Fruits et fruits à coque"
"03300000-2";"Produits agricoles, de la chasse et de la pêche";"033";3;"03";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes"
"03310000-5";"Poissons, crustacés et produits aquatiques";"0331";4;"03|033";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche"
"03311000-2";"Poissons";"03311";5;"03|033|0331";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques"
"03311100-3";"Poissons plats";"033111";6;"03|033|0331|03311";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons"
"03311110-6";"Sole";"0331111";7;"03|033|0331|03311|033111";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons|Poissons plats"
"03311120-9";"Plie";"0331112";7;"03|033|0331|03311|033111";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons|Poissons plats"
"03311200-4";"Poissons de la famille des gatidés";"033112";6;"03|033|0331|03311";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons"
"03311210-7";"Morue";"0331121";7;"03|033|0331|03311|033112";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons|Poissons de la famille des gatidés"
"03311220-0";"Lieu";"0331122";7;"03|033|0331|03311|033112";"Produits agricoles, de l'élevage, de la pêche, de la sylviculture et produits connexes|Produits agricoles, de la chasse et de la pêche|Poissons, crustacés et produits aquatiques|Poissons|Poissons de la famille des gatidés"
